User Name,Original Tweet,Normalized Tweet,Negative,Neutral,Positive,Compound Score,Class Label
RMeenakshi,@LMenon108 @AudreyTruschke @RutgersU She doesn't just hate Hindus. This evil reprobate is an ardent admirer of despicable criminals like Aurangzeb who perpetrated horrendous crimes of humanity against Hindus. That puts her right in the same league as Hitl,hate hindu evil reprobate ardent admirer despicable criminal aurangzeb perpetrate horrendous crime humanity hindus league hitl,0.3,0.538,0.162,-0.8481,1
Arjun58595639,"@panditaAPMCC63 @poopsy1971 Why one sided love???

Sikhs don't give damn to sanatan, and hate hindus.

I have never visited gurudwara and have no desire to.",side love sikh don damn sanatan hate hindu visit gurudwara desire,0.265,0.523,0.212,-0.1779,1
Monica06028705,@pathak_dollar @canhinduadv With you 100%. These hate-filled horrors do not represent Hindus.,dollar 0 hate fill horror represent hindu,0.425,0.575,0,-0.8126,1
Akash4145Indian,"@za_abit @joshiamitabhevo @saharzaman @RizwanAhmad1 Yeah, so much that Qutub Minar Taj Mahal and Ajmer Sharif are maintained by Central govt funds.

Damn man, u r giving real bhakt like logic now.

All hindus hate muslims heritage is almost as well consid",abit yeah qutub minar taj mahal ajmer sharif maintain central govt fund damn give real bhakt logic hindu hate muslim heritage consid,0.141,0.662,0.197,0.1335,0
INDNationalist2,"@DrAmbardar @nytimes @RutgersU She is a very devious human, she has a gang of her own students in campus who can do anything for her! with so much hate for Hindus.",devious human gang student campus hate hindu,0.137,0.863,0,-0.6096,1
jatina0,"We will protest by attacking Hindus in foreign lands
We will attack 99 year old lady cause we hate her son
We will abuse Brahmins because we are caste chauvinists
We will abuse Hindus because we pray to terrorists like Bhindrawala
We will snort cocaine cause Jatt di Shaan vaikhri https://t.co/cBCCABZ8p4",protest attack hindus foreign land attack lady cause hate son abuse brahmins caste chauvinist abuse hindus pray terrorist bhindrawala snort cocaine cause jatt di shaan vaikhri,0.347,0.585,0.068,-0.9661,1
uaprabhu,@vinayak_jain @ShefVaidya It's the school education system where Hindus are taught to hate and feel ashamed of their religion. Introduced by the British and continues till this day.,jain school education hindu teach hate feel ashamed religion introduce british continue till day,0.214,0.786,0,-0.7783,1
PRIYANK55896490,"Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/vyk3e0fwm2",saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.28,0.72,0,-0.7906,1
PRIYANK55896490,"#PaliyeGeloMamata

Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus. For whom is she folding hands #ShivJi or #Pishi ? 

#PaliyeGeloMamata 
@TajinderBagga https://t.co/BCvXEWRihO",paliyegelomamata saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu fold hand shivji pishi paliyegelomamata,0.2,0.8,0,-0.7906,1
sallomani,"@RMeenakshi @AudreyTruschke Meenakshi, just for the record, I'm an admirer of many aspects of the religion of the Hindus, and you erroneously assume me to be a mullah. But of course that doesn't obligate me to applaud irrational political hate against a w",meenakshi record admirer aspects religion hindu erroneously assume mullah course obligate applaud irrational political hate,0.136,0.735,0.129,-0.0772,1
Dis_Vishal,@clericbeast555 @sagarikaghose @jeremycorbyn No bro I guess your wrong here  U ur article with yourself my nationalism is different than what you think or understand we hindus never proclaims that we are superior if you have ever known to what hindusim is,bro guess wrong ur article nationalism understand hindu proclaims superior hindusim,0.124,0.794,0.082,-0.2023,1
NeelimaSethia,Maybe cuz it was full of lies about modi and the hate crimes that often fails to mention that the muslims commit just as many hate crimes as hindus or maybe even more https://t.co/PLDfeO43EV,maybe cuz lie modi hate crime fail mention muslim commit hate crime hindus maybe,0.301,0.648,0.051,-0.8957,1
paaru_par,@Kriticalworld can you write some similar stories of the experience of muslims who used to hate hindus but changed thier minds after meeting kind hindus?,write similar story experience muslim hate hindu change thier mind meet hindu,0.081,0.76,0.159,0.5023,0
govindraj70,"Ducking @JeffHorwitz, a giant and violent crowd burned down Bangalore city for a @Facebook post. That is hate. 160 plus Hindus have been victims of Geehadi terror. But you guys see only Hindu hate groups. Yes, there are groups that hate Hindus. YOU are part of that. https://t.co/SoNpu9yelX",duck giant violent crowd burn bangalore city post hate 6 plus hindus victim geehadi terror guy hindu hate yes hate hindu,0.348,0.606,0.045,-0.9584,1
govindraj70,"@JeffHorwitz @Facebook Ducking Whoritz, a giant and violent crowd burned down Bangalore city for a Facebook post. That is hate. 160 plus Hindus have been victims of Geehadi terror. But you guys see only Hindu hate groups. Yes, there are groups that hate H",duck whoritz giant violent crowd burn bangalore city facebook post hate 6 plus hindus victim geehadi terror guy hindu hate yes hate,0.374,0.578,0.049,-0.9584,1
SanjibM85899552,"#PaliyeGeloMamata

Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/YXvdQKl96G",paliyegelomamata saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.269,0.731,0,-0.7906,1
SanjibM85899552,"#PaliyeGeloMamata

Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/oh5UPjZWj8",paliyegelomamata saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.269,0.731,0,-0.7906,1
SharadGuptaI1,"But my liberal friends might be glad that so called ""secular"" leader is insulting Hindu faith again! 

Why do they hate us Hindus so much? https://t.co/y9wSByaMg0",liberal friend glad call secular leader insult hindu faith hate hindu,0.193,0.559,0.249,0.25,0
SanjibM85899552,"Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/zKEm7JOLka",saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.28,0.72,0,-0.7906,1
SanjibM85899552,"Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/iFB9IYlvYD",saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.28,0.72,0,-0.7906,1
SanjibM85899552,"#PaliyeGeloMamata

Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus.

#PaliyeGeloMamata 
@TajinderBagga https://t.co/HMs65YEsMI",paliyegelomamata saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu paliyegelomamata,0.269,0.731,0,-0.7906,1
rakeshk39839579,@RanaAyyub @JeffHorwitz You INVARIABLY are HAPPY to present ONLY NEGATIVE side of Mother India. MODI CAN NEVER REPRESENT ORDINARY MAJORITY OF HINDUS... BUT you RELISH attacking Govt. -but OBLIQUELY LOVE TO PROMOTE AGENDA JEHADISM AND CRITICIZE ORDINARY HI,invariably happy negative mother india modi represent ordinary majority hindu relish attack govt obliquely love promote agenda jehadism criticize ordinary hi,0.173,0.563,0.265,0.7845,0
pravibhathal,@deepjaan14 @kulmeetbawa Who told you Punjabis hate hindus? Being anti modi doesn't mean anti hindu. In punjab you will find majority of hindus are anti modi.,tell punjabi hate hindu anti modi mean anti hindu punjab majority hindu anti modi,0.346,0.654,0,-0.8625,1
Anju1951Purohit,@Gurdeep15087618 @khanumarfa Their hate fr modi hindus is such tht  thy evn question law govt,hate fr modi hindus tht thy evn question law govt,0.236,0.764,0,-0.5719,1
Anju1951Purohit,@khanumarfa Journalists support who caught in  income tax wht a fall thts why journalists nowdays just not trusted yr hate fr modi hindus is such u people cant see yr future ask mohajirs sindhis baluchistan how tgy treated killed pity u people wht a life ,journalist support catch income tax wht fall thts journalist nowdays trust yr hate fr modi hindu people yr future mohajirs sindhis baluchistan tgy treat kill pity people wht life,0.185,0.701,0.114,-0.5508,1
lalashwa,I've been reading this guy's tweets. Dripping with contempt and hate for Hindus and Dharma. Scorn for every Hindu symbol. And it is these ppl who wonder why when momin become targets of similar hate. https://t.co/FTz6dJRGln,ve read guy tweet drip contempt hate hindu dharma scorn hindu symbol ppl wonder momin target similar hate,0.31,0.69,0,-0.9313,1
SuprajaG1,"if hindu hate is a business for them, once a person from bollywood start hating hindus then he/she gets paid much more.

Why aren't we talking about ? https://t.co/tK7MDdBUXg",hindu hate business person bollywood start hat hindu pay aren talk,0.226,0.774,0,-0.7906,1
goIdenlexi,sorry if this offends you but christians/catholics are the most judgmental and hateful people i have ever met and will be like ÃÂ??yeah i hate you but god says its okayÃÂ?ÃÂ??? bitch? i donÃÂ??t believe in your sky daddy trust me,sorry offends christian catholic judgmental hateful people meet yeah hate god okay bitch don believe sky daddy trust,0.289,0.463,0.248,-0.5567,1
laly_randolf,"If you love BJP it's obvious that you hate Muslims, Dalits, Christians n Sikhs. Tell something new https://t.co/BqW8tNeWew",love bjp obvious hate muslim dalits christian sikhs tell,0.169,0.639,0.192,0.128,0
no_jew_hate,@HerdMentality6 @m_jew @NKippur @365Jeffrey @AvigdorLoeb @emilykschrader No they didnÃÂ??t. Killing Christians was not an aim of the Nazis. Stop lying!,jew didn kill christian aim nazis stop lying,0.526,0.474,0,-0.9042,1
SaveHumanity111,But Kerala Christians are joining BJP just because they hate Muslims https://t.co/RcmXBuCvHV,kerala christian join bjp hate muslim,0.27,0.73,0,-0.5719,1
onthborderline,"ÃÂ??Why do you hate Christians and Catholics so muchÃÂ?ÃÂ

Magic man in the sky got no drip, he simply donÃÂ??t vibe,",hate christian catholics magic sky drip simply don vibe,0.237,0.763,0,-0.7096,1
ChandranMangat1,@news7tamil @BJP4TamilNadu @PonnaarrBJP His hate speech against christians. Do he will serve the entire constituency without any communal differences? https://t.co/jtQ97tnNwi,hate speech christian serve entire constituency communal difference,0.198,0.802,0,-0.5719,1
HRodriguezArt,@CatholicusAnglo @a_valc Christians are actually the most persecuted! I was shocked when I looked over a police report I had filed on a baddie and it came back saying it was labelled as a religious hate crime against me. So even here in UK we are persecut,valc christian actually persecute shocked looked police report file baddie say label religious hate crime uk persecut,0.256,0.744,0,-0.9073,1
JnoubiSyrian,"MENA Christians    ÃÂ?ÃÂÃÂÃÂ?ÃÂÃÂ¯  MENA Shia

Suffering the same random hate speech on Arab Twitter for absolutely no reason.",mena christian mena shia suffering random hate speech arab twitter absolutely reason,0.399,0.601,0,-0.8516,1
BobbyPole3,"@mystery_math @mothertwt @TWAMMIT transphobic for u is just not sucking the dick of any trans person.

suprise suprise, you can disagree with someone without hating them

otherwise every athesist would hate christians.",math transphobic suck dick trans person suprise suprise disagree hat athesist hate christian,0.172,0.681,0.147,-0.2254,1
CommieBxstxrd,@sandybeach1964 @Realrobertogonz @CatchCount_ZC @Reuters God i hate christians,zc god hate christian,0.474,0.256,0.269,-0.3818,1
CKMASAK,"@HenrikConradG @ianigsy @TerryReintke German christians were anti-semitic, anti-gay and anti ""other"" for a long time before the Nazis rose to power. Nazism provided ground cover for their hate. But yes, the party turned against the church, as it did every",german christian anti semitic anti gay anti time nazi rise power nazism provide ground cover hate yes party church,0.221,0.667,0.113,-0.6369,1
